No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,snow,rain,pm_state
2386,2010,4,10,9,17.0,-11,10.0,1021.0,NW,3.13,no,no,Baja Polución
2387,2010,4,10,10,16.0,-13,11.0,1020.0,cv,1.79,no,no,Baja Polución
2388,2010,4,10,11,19.0,-13,13.0,1019.0,NW,4.02,no,no,Baja Polución
2389,2010,4,10,12,19.0,-13,13.0,1018.0,NW,5.81,no,no,Baja Polución
2390,2010,4,10,13,24.0,-13,14.0,1017.0,NW,7.6,no,no,Baja Polución
2391,2010,4,10,14,22.0,-13,16.0,1016.0,SE,3.13,no,no,Baja Polución
2392,2010,4,10,15,22.0,-13,16.0,1015.0,SE,7.15,no,no,Baja Polución
2393,2010,4,10,16,32.0,-13,15.0,1015.0,SE,14.3,no,no,Baja Polución
2394,2010,4,10,17,30.0,-14,15.0,1015.0,SE,20.11,no,no,Baja Polución
2395,2010,4,10,18,24.0,-14,14.0,1015.0,SE,25.92,no,no,Baja Polución
2396,2010,4,10,19,29.0,-8,12.0,1016.0,SE,30.84,no,no,Baja Polución
2397,2010,4,10,20,56.0,-4,11.0,1016.0,SE,37.99,no,no,Episodio de Polución
2398,2010,4,10,21,58.0,-5,10.0,1018.0,SE,46.04,no,no,Episodio de Polución
2399,2010,4,10,22,53.0,-6,8.0,1019.0,SE,51.85,no,no,Episodio de Polución
2400,2010,4,10,23,37.0,-6,8.0,1018.0,SE,55.87,no,no,Episodio de Polución
2401,2010,4,11,0,39.0,-5,7.0,1018.0,SE,59.89,no,no,Episodio de Polución
2402,2010,4,11,1,40.0,-4,7.0,1018.0,SE,63.91,no,no,Episodio de Polución
2403,2010,4,11,2,44.0,-3,6.0,1018.0,SE,67.93,no,no,Episodio de Polución
2404,2010,4,11,3,48.0,-3,6.0,1017.0,SE,71.06,no,no,Episodio de Polución
2405,2010,4,11,4,54.0,-3,6.0,1017.0,SE,75.98,no,no,Episodio de Polución
2406,2010,4,11,5,73.0,-2,6.0,1018.0,SE,79.11,no,no,Episodio de Polución
2407,2010,4,11,6,89.0,-1,6.0,1018.0,SE,82.24,no,si,Episodio de Polución
2408,2010,4,11,7,80.0,0,5.0,1018.0,SE,85.37,no,si,Episodio de Polución
2409,2010,4,11,8,84.0,1,5.0,1019.0,SE,89.39,no,si,Episodio de Polución
2410,2010,4,11,9,91.0,1,5.0,1019.0,SE,91.18,no,si,Episodio de Polución
2411,2010,4,11,10,68.0,2,5.0,1019.0,SE,92.97,no,si,Episodio de Polución
2412,2010,4,11,11,67.0,2,6.0,1019.0,SE,96.99,no,si,Episodio de Polución
2413,2010,4,11,12,75.0,1,5.0,1019.0,SE,100.12,no,no,Episodio de Polución
2414,2010,4,11,13,68.0,1,6.0,1017.0,SE,104.14,no,no,Episodio de Polución
2415,2010,4,11,14,63.0,1,7.0,1017.0,cv,0.89,no,no,Episodio de Polución
2416,2010,4,11,15,57.0,1,7.0,1016.0,cv,1.78,no,no,Episodio de Polución
2417,2010,4,11,16,50.0,1,8.0,1015.0,NW,1.79,no,no,Episodio de Polución
2418,2010,4,11,17,63.0,2,7.0,1015.0,NE,1.79,no,no,Episodio de Polución
2419,2010,4,11,18,81.0,2,7.0,1015.0,NE,3.58,no,no,Episodio de Polución
2420,2010,4,11,19,78.0,3,7.0,1015.0,NW,1.79,no,no,Episodio de Polución
2421,2010,4,11,20,79.0,2,7.0,1016.0,NW,3.58,no,no,Episodio de Polución
2422,2010,4,11,21,87.0,2,6.0,1015.0,NE,1.79,no,no,Episodio de Polución
2423,2010,4,11,22,86.0,2,7.0,1015.0,NW,1.79,no,no,Episodio de Polución
2424,2010,4,11,23,86.0,3,6.0,1015.0,NW,3.58,no,no,Episodio de Polución
2425,2010,4,12,0,87.0,2,6.0,1014.0,cv,0.45,no,no,Episodio de Polución
2426,2010,4,12,1,84.0,2,6.0,1014.0,cv,0.9,no,no,Episodio de Polución
2427,2010,4,12,2,86.0,3,7.0,1014.0,NW,1.79,no,no,Episodio de Polución
2428,2010,4,12,3,108.0,3,6.0,1015.0,NW,3.58,no,no,Episodio de Polución
2429,2010,4,12,4,116.0,4,7.0,1015.0,NW,5.37,no,si,Episodio de Polución
2430,2010,4,12,5,105.0,4,6.0,1014.0,NW,7.16,no,no,Episodio de Polución
2431,2010,4,12,6,95.0,4,6.0,1015.0,NW,8.95,no,no,Episodio de Polución
2432,2010,4,12,7,44.0,4,6.0,1016.0,NW,12.08,no,no,Episodio de Polución
2433,2010,4,12,8,33.0,3,7.0,1017.0,NW,17.0,no,no,Baja Polución
2434,2010,4,12,9,23.0,-2,7.0,1017.0,NW,21.02,no,no,Baja Polución
2435,2010,4,12,10,22.0,-3,8.0,1017.0,NW,29.07,no,no,Baja Polución
2436,2010,4,12,11,42.0,-8,8.0,1018.0,NW,34.88,no,no,Episodio de Polución
2437,2010,4,12,12,88.0,-13,8.0,1017.0,NW,44.71,no,no,Episodio de Polución
2438,2010,4,12,13,40.0,-15,11.0,1018.0,NW,57.67,no,no,Episodio de Polución
2439,2010,4,12,14,25.0,-12,9.0,1018.0,NW,70.63,no,no,Baja Polución
2440,2010,4,12,15,29.0,-14,9.0,1018.0,NW,84.49,no,no,Baja Polución
2441,2010,4,12,16,31.0,-16,10.0,1018.0,NW,98.35,no,no,Baja Polución
2442,2010,4,12,17,23.0,-15,9.0,1018.0,NW,109.53,no,no,Baja Polución
2443,2010,4,12,18,14.0,-12,8.0,1020.0,NW,118.47,no,no,Baja Polución
2444,2010,4,12,19,14.0,-13,6.0,1022.0,NW,128.3,no,no,Baja Polución
2445,2010,4,12,20,12.0,-13,6.0,1023.0,NW,136.35,no,no,Baja Polución
2446,2010,4,12,21,11.0,-14,5.0,1024.0,NW,143.5,no,no,Baja Polución
2447,2010,4,12,22,8.0,-14,5.0,1025.0,NW,150.65,no,no,Baja Polución
2448,2010,4,12,23,7.0,-14,4.0,1025.0,NW,156.46,no,no,Baja Polución
2449,2010,4,13,0,8.0,-14,4.0,1026.0,NW,162.27,no,no,Baja Polución
2450,2010,4,13,1,11.0,-13,4.0,1026.0,NW,170.32,no,no,Baja Polución
2451,2010,4,13,2,14.0,-13,3.0,1026.0,NW,175.24,no,no,Baja Polución
2452,2010,4,13,3,13.0,-14,3.0,1026.0,NW,180.16,no,no,Baja Polución
2453,2010,4,13,4,13.0,-14,2.0,1026.0,NW,183.29,no,no,Baja Polución
2454,2010,4,13,5,16.0,-15,2.0,1027.0,NW,187.31,no,no,Baja Polución
2455,2010,4,13,6,14.0,-15,2.0,1027.0,NW,190.44,no,no,Baja Polución
2456,2010,4,13,7,14.0,-14,4.0,1028.0,NW,194.46,no,no,Baja Polución
2457,2010,4,13,8,19.0,-17,6.0,1028.0,NW,199.38,no,no,Baja Polución
2458,2010,4,13,9,12.0,-20,7.0,1028.0,NW,209.21,no,no,Baja Polución
2459,2010,4,13,10,13.0,-21,8.0,1028.0,NW,218.15,no,no,Baja Polución
2460,2010,4,13,11,15.0,-22,9.0,1028.0,NW,229.33,no,no,Baja Polución
2461,2010,4,13,12,14.0,-22,10.0,1027.0,NW,239.16,no,no,Baja Polución
2462,2010,4,13,13,13.0,-22,10.0,1027.0,NW,251.23,no,no,Baja Polución
2463,2010,4,13,14,12.0,-20,11.0,1026.0,NW,262.41,no,no,Baja Polución
2464,2010,4,13,15,11.0,-20,11.0,1026.0,NW,272.24,no,no,Baja Polución
2465,2010,4,13,16,13.0,-19,11.0,1025.0,NW,280.29,no,no,Baja Polución
2466,2010,4,13,17,13.0,-19,10.0,1025.0,NW,285.21,no,no,Baja Polución
2467,2010,4,13,18,13.0,-18,9.0,1025.0,NW,288.34,no,no,Baja Polución
2468,2010,4,13,19,17.0,-16,8.0,1026.0,NE,1.79,no,no,Baja Polución
2469,2010,4,13,20,31.0,-11,5.0,1026.0,SE,1.79,no,no,Baja Polución
2470,2010,4,13,21,47.0,-11,4.0,1028.0,SE,3.58,no,no,Episodio de Polución
2471,2010,4,13,22,68.0,-15,6.0,1029.0,SE,5.37,no,no,Episodio de Polución
2472,2010,4,13,23,69.0,-16,4.0,1029.0,cv,0.89,no,no,Episodio de Polución
2473,2010,4,14,0,100.0,-8,1.0,1029.0,cv,1.78,no,no,Episodio de Polución
2474,2010,4,14,1,81.0,-12,1.0,1029.0,NW,1.79,no,no,Episodio de Polución
2475,2010,4,14,2,55.0,-7,0.0,1029.0,cv,0.89,no,no,Episodio de Polución
2476,2010,4,14,3,48.0,-8,1.0,1029.0,NE,0.89,no,no,Episodio de Polución
2477,2010,4,14,4,42.0,-7,1.0,1029.0,cv,0.89,no,no,Episodio de Polución
2478,2010,4,14,5,39.0,-11,2.0,1029.0,NW,0.89,no,no,Episodio de Polución
2479,2010,4,14,6,26.0,-8,1.0,1029.0,NW,2.68,no,no,Baja Polución
2480,2010,4,14,7,24.0,-7,3.0,1029.0,NW,4.47,no,no,Baja Polución
2481,2010,4,14,8,25.0,-10,5.0,1030.0,NE,3.13,no,no,Baja Polución
2482,2010,4,14,9,30.0,-10,6.0,1030.0,NE,4.92,no,no,Baja Polución
2483,2010,4,14,10,43.0,-16,8.0,1030.0,NE,6.71,no,no,Episodio de Polución
2484,2010,4,14,11,42.0,-16,9.0,1029.0,NE,8.5,no,no,Episodio de Polución
2485,2010,4,14,12,57.0,-17,11.0,1027.0,NW,1.79,no,no,Episodio de Polución
2486,2010,4,14,13,38.0,-18,12.0,1026.0,cv,1.79,no,no,Episodio de Polución
2487,2010,4,14,14,41.0,-17,13.0,1025.0,cv,3.58,no,no,Episodio de Polución
2488,2010,4,14,15,54.0,-17,12.0,1023.0,SE,3.13,no,no,Episodio de Polución
2489,2010,4,14,16,50.0,-16,13.0,1022.0,cv,3.13,no,no,Episodio de Polución
2490,2010,4,14,17,81.0,-10,13.0,1022.0,SE,4.92,no,no,Episodio de Polución
2491,2010,4,14,18,96.0,-6,12.0,1022.0,SE,9.84,no,no,Episodio de Polución
2492,2010,4,14,19,94.0,-4,11.0,1022.0,SE,15.65,no,no,Episodio de Polución
2493,2010,4,14,20,84.0,-3,10.0,1023.0,SE,22.8,no,no,Episodio de Polución
2494,2010,4,14,21,67.0,-3,10.0,1023.0,SE,28.61,no,no,Episodio de Polución
2495,2010,4,14,22,70.0,-2,9.0,1023.0,SE,34.42,no,no,Episodio de Polución
2496,2010,4,14,23,76.0,-1,8.0,1023.0,SE,39.34,no,no,Episodio de Polución
2497,2010,4,15,0,79.0,-1,7.0,1023.0,SE,47.39,no,no,Episodio de Polución
2498,2010,4,15,1,81.0,-1,6.0,1023.0,SE,53.2,no,no,Episodio de Polución
2499,2010,4,15,2,84.0,-1,6.0,1023.0,SE,59.01,no,no,Episodio de Polución
2500,2010,4,15,3,97.0,-1,5.0,1022.0,SE,63.03,no,no,Episodio de Polución
2501,2010,4,15,4,106.0,0,4.0,1022.0,SE,66.16,no,no,Episodio de Polución
2502,2010,4,15,5,121.0,0,4.0,1022.0,SE,69.29,no,no,Episodio de Polución
2503,2010,4,15,6,130.0,0,3.0,1022.0,SE,72.42,no,no,Episodio de Polución
2504,2010,4,15,7,142.0,1,4.0,1022.0,SE,76.44,no,no,Episodio de Polución
2505,2010,4,15,8,171.0,1,5.0,1022.0,SE,79.57,no,no,Alta Polución
2506,2010,4,15,9,196.0,1,6.0,1022.0,SE,82.7,no,no,Alta Polución
2507,2010,4,15,10,198.0,1,6.0,1022.0,SE,84.49,no,no,Alta Polución
2508,2010,4,15,11,206.0,1,6.0,1022.0,SE,87.62,no,no,Alta Polución
2509,2010,4,15,12,203.0,2,6.0,1021.0,SE,90.75,no,no,Alta Polución
2510,2010,4,15,13,204.0,1,7.0,1020.0,SE,93.88,no,no,Alta Polución
2511,2010,4,15,14,199.0,1,7.0,1020.0,SE,97.01,no,no,Alta Polución
2512,2010,4,15,15,193.0,1,8.0,1019.0,SE,98.8,no,no,Alta Polución
2513,2010,4,15,16,194.0,2,9.0,1018.0,cv,0.89,no,no,Alta Polución
2514,2010,4,15,17,202.0,1,9.0,1018.0,cv,1.78,no,no,Alta Polución
2515,2010,4,15,18,200.0,2,8.0,1018.0,NE,1.79,no,no,Alta Polución
2516,2010,4,15,19,206.0,1,7.0,1018.0,NW,1.79,no,no,Alta Polución
2517,2010,4,15,20,212.0,2,7.0,1019.0,NE,1.79,no,no,Alta Polución
2518,2010,4,15,21,220.0,1,6.0,1019.0,NE,2.68,no,no,Alta Polución
2519,2010,4,15,22,237.0,1,5.0,1019.0,NE,3.57,no,no,Alta Polución
2520,2010,4,15,23,225.0,1,5.0,1018.0,cv,0.89,no,no,Alta Polución
2521,2010,4,16,0,235.0,1,4.0,1018.0,cv,1.34,no,no,Alta Polución
2522,2010,4,16,1,239.0,0,3.0,1018.0,NW,1.79,no,no,Alta Polución
2523,2010,4,16,2,244.0,0,2.0,1017.0,NW,3.58,no,no,Alta Polución
2524,2010,4,16,3,255.0,0,3.0,1017.0,NW,5.37,no,no,Alta Polución
2525,2010,4,16,4,247.0,1,3.0,1017.0,NW,6.26,no,no,Alta Polución
2526,2010,4,16,5,253.0,1,3.0,1017.0,NW,7.15,no,no,Alta Polución
2527,2010,4,16,6,242.0,1,3.0,1017.0,NW,8.94,no,no,Alta Polución
2528,2010,4,16,7,244.0,2,4.0,1018.0,NW,9.83,no,no,Alta Polución
2529,2010,4,16,8,235.0,3,6.0,1018.0,NW,12.96,no,no,Alta Polución
2530,2010,4,16,9,249.0,3,7.0,1019.0,NW,16.09,no,no,Alta Polución
2531,2010,4,16,10,254.0,4,10.0,1019.0,NE,3.13,no,no,Alta Polución
2532,2010,4,16,11,266.0,4,11.0,1018.0,NE,6.26,no,no,Alta Polución
2533,2010,4,16,12,286.0,3,13.0,1018.0,SE,1.79,no,no,Alta Polución
2534,2010,4,16,13,289.0,3,14.0,1017.0,SE,5.81,no,no,Alta Polución
2535,2010,4,16,14,285.0,3,15.0,1017.0,SE,9.83,no,no,Alta Polución
2536,2010,4,16,15,215.0,3,15.0,1017.0,SE,13.85,no,no,Alta Polución
2537,2010,4,16,16,185.0,3,15.0,1016.0,SE,17.87,no,no,Alta Polución
2538,2010,4,16,17,151.0,3,15.0,1017.0,SE,21.89,no,no,Alta Polución
2539,2010,4,16,18,134.0,4,13.0,1017.0,SE,26.81,no,no,Episodio de Polución
2540,2010,4,16,19,143.0,5,11.0,1018.0,SE,32.62,no,no,Episodio de Polución
2541,2010,4,16,20,123.0,5,10.0,1020.0,SE,38.43,no,no,Episodio de Polución
2542,2010,4,16,21,102.0,5,9.0,1021.0,SE,42.45,no,no,Episodio de Polución
2543,2010,4,16,22,96.0,4,9.0,1022.0,SE,47.37,no,no,Episodio de Polución
2544,2010,4,16,23,92.0,5,8.0,1023.0,SE,52.29,no,no,Episodio de Polución
2545,2010,4,17,0,91.0,4,8.0,1023.0,SE,56.31,no,no,Episodio de Polución
2546,2010,4,17,1,107.0,4,7.0,1023.0,SE,59.44,no,no,Episodio de Polución
2547,2010,4,17,2,103.0,3,6.0,1023.0,SE,61.23,no,no,Episodio de Polución
2548,2010,4,17,3,129.0,3,6.0,1023.0,SE,63.02,no,no,Episodio de Polución
2549,2010,4,17,4,130.0,2,5.0,1023.0,SE,64.81,no,no,Episodio de Polución
2550,2010,4,17,5,116.0,2,5.0,1023.0,SE,66.6,no,no,Episodio de Polución
2551,2010,4,17,6,128.0,2,5.0,1024.0,SE,68.39,no,no,Episodio de Polución
2552,2010,4,17,7,152.0,2,5.0,1024.0,SE,71.52,no,no,Alta Polución
2553,2010,4,17,8,154.0,2,5.0,1024.0,SE,75.54,no,no,Alta Polución
2554,2010,4,17,9,151.0,2,6.0,1025.0,SE,78.67,no,no,Alta Polución
2555,2010,4,17,10,165.0,2,7.0,1024.0,SE,81.8,no,no,Alta Polución
2556,2010,4,17,11,149.0,2,9.0,1024.0,SE,84.93,no,no,Episodio de Polución
2557,2010,4,17,12,162.0,2,11.0,1023.0,SE,88.06,no,no,Alta Polución
2558,2010,4,17,13,170.0,3,11.0,1022.0,SE,91.19,no,no,Alta Polución
2559,2010,4,17,14,143.0,3,12.0,1021.0,SE,95.21,no,no,Episodio de Polución
2560,2010,4,17,15,144.0,4,12.0,1020.0,SE,98.34,no,no,Episodio de Polución
2561,2010,4,17,16,156.0,4,11.0,1019.0,SE,101.47,no,no,Alta Polución
2562,2010,4,17,17,161.0,5,11.0,1018.0,SE,103.26,no,no,Alta Polución
2563,2010,4,17,18,140.0,5,11.0,1018.0,SE,105.05,no,no,Episodio de Polución
2564,2010,4,17,19,134.0,5,11.0,1018.0,SE,108.18,no,no,Episodio de Polución
2565,2010,4,17,20,138.0,5,11.0,1018.0,SE,109.97,no,no,Episodio de Polución
2566,2010,4,17,21,184.0,5,11.0,1018.0,cv,0.89,no,no,Alta Polución
2567,2010,4,17,22,223.0,5,10.0,1018.0,NW,1.79,no,no,Alta Polución
2568,2010,4,17,23,212.0,5,10.0,1018.0,NW,3.58,no,no,Alta Polución
2569,2010,4,18,0,206.0,5,10.0,1018.0,cv,0.89,no,no,Alta Polución
2570,2010,4,18,1,212.0,6,10.0,1016.0,SE,1.79,no,no,Alta Polución
2571,2010,4,18,2,209.0,6,9.0,1016.0,NW,0.89,no,no,Alta Polución
2572,2010,4,18,3,198.0,7,9.0,1016.0,NW,2.68,no,no,Alta Polución
2573,2010,4,18,4,192.0,7,9.0,1015.0,NW,4.47,no,no,Alta Polución
2574,2010,4,18,5,184.0,6,8.0,1015.0,NW,6.26,no,no,Alta Polución
2575,2010,4,18,6,177.0,7,8.0,1014.0,NE,0.89,no,no,Alta Polución
2576,2010,4,18,7,183.0,7,9.0,1015.0,cv,0.45,no,no,Alta Polución
2577,2010,4,18,8,184.0,6,10.0,1015.0,cv,0.9,no,no,Alta Polución
2578,2010,4,18,9,195.0,6,11.0,1014.0,cv,1.79,no,no,Alta Polución
2579,2010,4,18,10,209.0,6,13.0,1014.0,NW,1.79,no,no,Alta Polución
2580,2010,4,18,11,200.0,6,14.0,1013.0,cv,1.79,no,no,Alta Polución
2581,2010,4,18,12,207.0,6,16.0,1012.0,cv,2.68,no,no,Alta Polución
2582,2010,4,18,13,215.0,6,18.0,1011.0,SE,1.79,no,no,Alta Polución
2583,2010,4,18,14,229.0,6,19.0,1011.0,cv,1.79,no,no,Alta Polución
2584,2010,4,18,15,248.0,6,19.0,1010.0,SE,3.13,no,no,Alta Polución
2585,2010,4,18,16,255.0,6,20.0,1009.0,SE,6.26,no,no,Alta Polución
2586,2010,4,18,17,268.0,6,20.0,1009.0,SE,9.39,no,no,Alta Polución
2587,2010,4,18,18,264.0,7,19.0,1010.0,SE,12.52,no,no,Alta Polución
2588,2010,4,18,19,257.0,7,17.0,1011.0,cv,0.45,no,no,Alta Polución
2589,2010,4,18,20,300.0,7,16.0,1011.0,SE,0.89,no,no,Alta Polución
2590,2010,4,18,21,309.0,7,14.0,1012.0,SE,2.68,no,no,Alta Polución
2591,2010,4,18,22,331.0,8,13.0,1012.0,SE,4.47,no,no,Alta Polución
2592,2010,4,18,23,351.0,8,14.0,1011.0,SE,6.26,no,no,Alta Polución
2593,2010,4,19,0,389.0,8,14.0,1011.0,SE,7.15,no,no,Alta Polución
2594,2010,4,19,1,385.0,8,14.0,1011.0,NE,0.89,no,no,Alta Polución
2595,2010,4,19,2,382.0,9,12.0,1011.0,NE,2.68,no,no,Alta Polución
2596,2010,4,19,3,382.0,9,14.0,1011.0,NW,1.79,no,no,Alta Polución
2597,2010,4,19,4,369.0,8,13.0,1011.0,NW,3.58,no,no,Alta Polución
2598,2010,4,19,5,343.0,8,13.0,1012.0,NW,5.37,no,no,Alta Polución
2599,2010,4,19,6,342.0,8,14.0,1012.0,NW,8.5,no,no,Alta Polución
2600,2010,4,19,7,324.0,8,14.0,1014.0,NW,10.29,no,si,Alta Polución
2601,2010,4,19,8,307.0,9,14.0,1014.0,NE,4.92,no,si,Alta Polución
2602,2010,4,19,9,272.0,8,14.0,1015.0,NE,10.73,no,si,Alta Polución
2603,2010,4,19,10,131.0,8,14.0,1015.0,NE,17.88,no,no,Episodio de Polución
2604,2010,4,19,11,36.0,6,15.0,1016.0,NE,23.69,no,no,Episodio de Polución
2605,2010,4,19,12,22.0,6,16.0,1015.0,NE,29.5,no,no,Baja Polución
2606,2010,4,19,13,17.0,6,17.0,1015.0,NE,33.52,no,no,Baja Polución
2607,2010,4,19,14,17.0,6,17.0,1014.0,NE,36.65,no,no,Baja Polución
2608,2010,4,19,15,27.0,8,18.0,1014.0,SE,4.02,no,no,Baja Polución
2609,2010,4,19,16,170.0,9,17.0,1014.0,SE,8.94,no,no,Alta Polución
2610,2010,4,19,17,175.0,9,16.0,1014.0,SE,14.75,no,no,Alta Polución
2611,2010,4,19,18,121.0,7,15.0,1015.0,SE,19.67,no,no,Episodio de Polución
2612,2010,4,19,19,198.0,9,13.0,1016.0,SE,23.69,no,no,Alta Polución
2613,2010,4,19,20,184.0,9,12.0,1017.0,SE,26.82,no,no,Alta Polución
2614,2010,4,19,21,167.0,9,12.0,1018.0,SE,29.95,no,no,Alta Polución
2615,2010,4,19,22,155.0,8,12.0,1018.0,SE,33.97,no,no,Alta Polución
2616,2010,4,19,23,152.0,8,11.0,1018.0,SE,35.76,no,no,Alta Polución
2617,2010,4,20,0,110.0,8,11.0,1018.0,SE,37.55,no,no,Episodio de Polución
2618,2010,4,20,1,94.0,8,10.0,1018.0,SE,38.44,no,no,Episodio de Polución
2619,2010,4,20,2,100.0,8,9.0,1019.0,cv,0.89,no,no,Episodio de Polución
2620,2010,4,20,3,100.0,7,9.0,1018.0,SE,1.79,no,no,Episodio de Polución
2621,2010,4,20,4,94.0,7,9.0,1018.0,SE,3.58,no,no,Episodio de Polución
2622,2010,4,20,5,87.0,7,8.0,1018.0,SE,4.47,no,no,Episodio de Polución
2623,2010,4,20,6,82.0,7,8.0,1019.0,SE,5.36,no,no,Episodio de Polución
2624,2010,4,20,7,83.0,8,10.0,1019.0,SE,8.49,no,no,Episodio de Polución
2625,2010,4,20,8,94.0,8,12.0,1020.0,cv,0.89,no,no,Episodio de Polución
2626,2010,4,20,9,92.0,8,13.0,1020.0,SE,1.79,no,no,Episodio de Polución
2627,2010,4,20,10,84.0,8,15.0,1020.0,cv,0.89,no,no,Episodio de Polución
2628,2010,4,20,11,69.0,7,16.0,1020.0,cv,2.68,no,no,Episodio de Polución
2629,2010,4,20,12,83.0,2,17.0,1019.0,cv,4.47,no,no,Episodio de Polución
2630,2010,4,20,13,90.0,2,19.0,1019.0,cv,6.26,no,no,Episodio de Polución
2631,2010,4,20,14,95.0,2,19.0,1018.0,SE,3.13,no,no,Episodio de Polución
2632,2010,4,20,15,73.0,1,19.0,1018.0,cv,1.79,no,no,Episodio de Polución
2633,2010,4,20,16,66.0,1,19.0,1017.0,cv,4.92,no,no,Episodio de Polución
2634,2010,4,20,17,77.0,1,18.0,1017.0,SE,4.02,no,no,Episodio de Polución
2635,2010,4,20,18,80.0,1,17.0,1019.0,SE,7.15,no,no,Episodio de Polución
2636,2010,4,20,19,76.0,0,16.0,1019.0,SE,10.28,no,no,Episodio de Polución
2637,2010,4,20,20,80.0,2,15.0,1020.0,cv,0.89,no,no,Episodio de Polución
2638,2010,4,20,21,71.0,-2,15.0,1021.0,SE,4.92,no,no,Episodio de Polución
2639,2010,4,20,22,55.0,-2,15.0,1022.0,SE,9.84,no,no,Episodio de Polución
2640,2010,4,20,23,53.0,-3,14.0,1022.0,SE,13.86,no,no,Episodio de Polución
2641,2010,4,21,0,48.0,-2,13.0,1022.0,SE,16.99,no,no,Episodio de Polución
2642,2010,4,21,1,52.0,0,12.0,1022.0,SE,17.88,no,no,Episodio de Polución
2643,2010,4,21,2,46.0,1,12.0,1022.0,SE,19.67,no,no,Episodio de Polución
2644,2010,4,21,3,38.0,1,12.0,1022.0,cv,0.89,no,no,Episodio de Polución
2645,2010,4,21,4,30.0,-1,12.0,1022.0,NW,0.89,no,no,Baja Polución
2646,2010,4,21,5,26.0,-2,12.0,1022.0,NW,4.91,no,no,Baja Polución
2647,2010,4,21,6,27.0,0,12.0,1023.0,NE,1.79,no,no,Baja Polución
2648,2010,4,21,7,47.0,2,12.0,1023.0,NW,4.02,no,si,Episodio de Polución
2649,2010,4,21,8,50.0,4,12.0,1023.0,NW,9.83,no,si,Episodio de Polución
2650,2010,4,21,9,51.0,4,12.0,1023.0,NW,16.98,no,no,Episodio de Polución
2651,2010,4,21,10,48.0,4,12.0,1024.0,NW,22.79,no,si,Episodio de Polución
2652,2010,4,21,11,51.0,6,11.0,1024.0,NW,28.6,no,si,Episodio de Polución
2653,2010,4,21,12,49.0,5,13.0,1023.0,NW,35.75,no,no,Episodio de Polución
2654,2010,4,21,13,51.0,3,13.0,1022.0,NW,42.9,no,no,Episodio de Polución
2655,2010,4,21,14,39.0,2,13.0,1022.0,NW,50.95,no,no,Episodio de Polución
2656,2010,4,21,15,23.0,2,13.0,1021.0,NE,4.92,no,no,Baja Polución
2657,2010,4,21,16,16.0,2,13.0,1021.0,NW,5.81,no,no,Baja Polución
2658,2010,4,21,17,26.0,2,13.0,1020.0,NW,11.62,no,no,Baja Polución
2659,2010,4,21,18,32.0,2,13.0,1021.0,NW,15.64,no,no,Baja Polución
2660,2010,4,21,19,35.0,2,12.0,1021.0,NE,1.79,no,si,Baja Polución
2661,2010,4,21,20,34.0,3,12.0,1022.0,NE,4.92,no,si,Baja Polución
2662,2010,4,21,21,46.0,3,11.0,1023.0,NE,8.05,no,no,Episodio de Polución
2663,2010,4,21,22,44.0,4,10.0,1023.0,NE,11.18,no,si,Episodio de Polución
2664,2010,4,21,23,41.0,6,9.0,1022.0,NE,14.31,no,si,Episodio de Polución
2665,2010,4,22,0,34.0,6,9.0,1022.0,NW,3.13,no,si,Baja Polución
2666,2010,4,22,1,31.0,6,9.0,1022.0,NE,1.79,no,si,Baja Polución
2667,2010,4,22,2,49.0,6,8.0,1022.0,NE,3.58,no,si,Episodio de Polución
2668,2010,4,22,3,37.0,6,8.0,1021.0,NW,3.13,no,si,Episodio de Polución
2669,2010,4,22,4,27.0,6,8.0,1021.0,NW,4.92,no,si,Baja Polución
2670,2010,4,22,5,37.0,6,8.0,1021.0,NW,8.05,no,si,Episodio de Polución
2671,2010,4,22,6,45.0,6,8.0,1021.0,NW,11.18,no,si,Episodio de Polución
2672,2010,4,22,7,44.0,6,8.0,1021.0,NW,14.31,no,si,Episodio de Polución
2673,2010,4,22,8,53.0,6,9.0,1021.0,NW,18.33,no,si,Episodio de Polución
2674,2010,4,22,9,48.0,6,9.0,1021.0,NW,21.46,no,si,Episodio de Polución
2675,2010,4,22,10,47.0,7,9.0,1021.0,NW,23.25,no,si,Episodio de Polución
2676,2010,4,22,11,46.0,6,10.0,1021.0,NW,25.04,no,si,Episodio de Polución
2677,2010,4,22,12,42.0,7,10.0,1021.0,NW,29.06,no,si,Episodio de Polución
2678,2010,4,22,13,40.0,6,10.0,1021.0,NW,33.08,no,no,Episodio de Polución
2679,2010,4,22,14,38.0,6,11.0,1020.0,NW,38.0,no,si,Episodio de Polución
2680,2010,4,22,15,30.0,5,10.0,1020.0,NW,42.92,no,si,Baja Polución
2681,2010,4,22,16,34.0,5,11.0,1020.0,cv,0.89,no,si,Baja Polución
2682,2010,4,22,17,35.0,4,12.0,1020.0,NW,3.13,no,no,Baja Polución
2683,2010,4,22,18,35.0,4,12.0,1020.0,NW,6.26,no,no,Baja Polución
2684,2010,4,22,19,26.0,4,11.0,1020.0,SE,3.13,no,no,Baja Polución
2685,2010,4,22,20,33.0,4,10.0,1021.0,SE,4.92,no,no,Baja Polución
2686,2010,4,22,21,47.0,4,11.0,1021.0,NW,3.13,no,no,Episodio de Polución
